Company,Product,TypeName,Inches,ScreenResolution,ScreenType,TouchScreen,CPU_Company,CPU_Type,Frequency_GHz,Frequency_Category,RAM_GB,RAM_Category,Memory,Total_Memory,Memory_Category,GPU_Company,GPU_Type,OpSys,Weight_kg,Price_Rs,Price_Category
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.1,160330,High Budget
HP,ProBook 450,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 930MX,Windows 10,2.04,75776,High Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5 M430,Linux,2.25,41650,Average Budget
Dell,Latitude 5580,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,1.9,73895,High Budget
HP,ProBook 450,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.04,61355,Average Budget
Dell,Alienware 17,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,32,High RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,4.42,282055,High Budget
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,6,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 920MX,Windows 10,2.4,62251,Average Budget
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Quad HD+ / Touchscreen,Yes,Intel,Core i7 7Y75,1.3,Low Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 615,Windows 10,1.22,170093,High Budget
Dell,Latitude E7470,Ultrabook,14.0,2560x1440,Touchscreen,Yes,Intel,Core i7 6600U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.5,175736,High Budget
Dell,Alienware 17,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,32,High RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,4.42,250795,High Budget
Toshiba,Tecra A40-C-1DF,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.95,105692,High Budget
Asus,Rog Strix,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.73,183528,High Budget
HP,Probook 450,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.7,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce 930MX,Windows 10,2.04,87689,High Budget
Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,508GB Hybrid,508,Low Memory,Intel,HD Graphics 520,Windows 7,1.7,89749,High Budget
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,3840x2160,4K Ultra HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD +  2TB HDD,2560,High Memory,Nvidia,GeForce GTX 950M,Windows 10,2.3,161136,High Budget
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i7 7500U,2.7,Average Frequency,6,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.04,51861,Average Budget
Asus,Rog GL753VE-DS74,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.99,156657,High Budget
Dell,Inspiron 7579,2 in 1 Convertible,15.6,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,12,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,2.19,116351,High Budget
Toshiba,Portege Z30-C-1CV,Notebook,13.3,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 7,1.2,107036,High Budget
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,Full HD,No,AMD,A12-Series 9720P,3.6,High Frequency,6,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 530,Windows 10,2.2,49173,Average Budget
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,2.3,58130,Average Budget
Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,1.75,81956,High Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R5 M430,Windows 10,2.25,53652,Average Budget
HP,Probook 450,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.04,72193,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.5,106498,High Budget
Dell,Inspiron 5567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R7 M445,Windows 10,2.36,67087,Average Budget
Dell,Latitude 5480,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,1.6,100228,High Budget
HP,EliteBook Folio,Netbook,12.5,1920x1080,Full HD,No,Intel,Core M 6Y75,1.2,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 515,Windows 10,0.97,170899,High Budget
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,Radeon 520,Windows 10,2.1,44695,Average Budget
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 500,No OS,1.9,24183,Low Budget
Lenovo,ThinkPad T560,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,2.3,120829,High Budget
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.68,79627,High Budget
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,3200x1800,Quad HD+,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.4,103005,High Budget
HP,Spectre 13-V111dx,Ultrabook,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.11,120829,High Budget
Acer,Aspire ES1-533,Notebook,15.6,1366x768,Not Specified,No,Intel,Pentium Quad Core N4200,1.1,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 505,Windows 10,2.4,34036,Low Budget
Asus,Rog GL553VE-DS74,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,161136,High Budget
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.48,187111,High Budget
Acer,Nitro 5,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.7,112858,High Budget
HP,ENVY -,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.34,106498,High Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,2.18,48994,Average Budget
HP,Probook 440,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,1.64,69775,Average Budget
Toshiba,Portege Z30-C-16H,Notebook,13.3,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,1.2,107036,High Budget
HP,EliteBook 840,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 6300U,2.4,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.48,98437,High Budget
HP,ProBook 640,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.95,107931,High Budget
HP,EliteBook 1040,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 6600U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.43,129786,High Budget
HP,ProBook 440,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,1.64,93958,High Budget
HP,Probook 440,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,1.64,61265,Average Budget
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,1.0TB Hybrid,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.65,85001,High Budget
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,1.26,137848,High Budget
HP,Elitebook 840,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.48,142416,High Budget
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.54,169018,High Budget
HP,Probook 430,Notebook,13.3,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,1.49,71656,High Budget
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.5,108379,High Budget
HP,ProBook 450,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.04,68879,Average Budget
Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 6820HQ,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,Quadro 3000M,Windows 7,2.4,265843,High Budget
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.47,133459,High Budget
HP,EliteBook 1040,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.43,199651,High Budget
Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i3 6100U,2.3,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,Windows 10,2.08,71208,High Budget
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.2,142416,High Budget
HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.11,102915,High Budget
HP,ProBook 440,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,1.64,106140,High Budget
Dell,Latitude E5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6300U,2.4,Average Frequency,8,Average RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.09,93690,High Budget
HP,Elitebook 820,Ultrabook,12.5,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.26,139639,High Budget
HP,ProBook 650,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.31,106498,High Budget
HP,ProBook 640,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,1.95,94944,High Budget
Dell,XPS 13,Ultrabook,13.3,3200x1800,Quad HD+ / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.29,145461,High Budget
HP,Probook 470,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,2.63,96735,High Budget
HP,ProBook 440,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.64,87151,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,Not Specified,No,AMD,A9-Series 9420,3.0,High Frequency,6,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5,Windows 10,2.1,36634,Low Budget
MSI,GL72M 7RDX,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.7,106677,High Budget
HP,Probook 640,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.95,107036,High Budget
HP,EliteBook 850,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.84,109991,High Budget
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.26,120829,High Budget
HP,ProBook 450,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.04,66460,Average Budget
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6600U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.47,154508,High Budget
Dell,Latitude E5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6300U,2.4,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,2.09,95123,High Budget
HP,ProBook 440,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.64,90465,High Budget
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 6500U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.8,75865,High Budget
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Not Specified,No,Intel,Atom X5-Z8350,1.44,Low Frequency,2,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 400,Windows 10,1.45,18809,Low Budget
Toshiba,Tecra A50-C-218,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930M,Windows 10,2.4,127637,High Budget
Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,2.3,93958,High Budget
HP,EliteBook 840,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,1.54,89570,High Budget
HP,EliteBook 850,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6300U,2.4,Average Frequency,8,Average RAM,256GB SSD +  500GB HDD,756,Average Memory,Intel,HD Graphics 520,Windows 10,1.84,188365,High Budget
HP,EliteBook 1040,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.43,131578,High Budget
MSI,GT72S Dominator,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 980M,Windows 10,3.78,138385,High Budget
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 980M,Windows 10,4.6,205025,High Budget
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,4,Low RAM,16GB Flash Storage,16,Low Memory,Intel,HD Graphics 400,Chrome OS,1.2,25706,Low Budget
Lenovo,ThinkPad X1,Notebook,14.0,2560x1440,IPS Panel,No,Intel,Core i7 6600U,2.6,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.1,234673,High Budget
HP,Noteb Pav,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 940MX,Windows 10,1.91,87689,High Budget
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.3,97989,High Budget
HP,ProBook 450,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.04,87689,High Budget
Dell,XPS 13,Ultrabook,13.3,3200x1800,Quad HD+ / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,1TB SSD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,1.2,201890,High Budget
HP,ProBook 650,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6100U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.31,63146,Average Budget
HP,250 G5,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,No OS,1.96,44695,Average Budget
Acer,Aspire ES1-523,Notebook,15.6,1366x768,Not Specified,No,AMD,A8-Series 7410,2.2,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5,Windows 10,2.4,40216,Average Budget
Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,12,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.6,116351,High Budget
MSI,GT62VR 6RD,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.94,162927,High Budget
HP,ProBook 450,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.04,95839,High Budget
Asus,Rog G752VL-GC088D,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 965M,No OS,4.0,89390,High Budget
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics,Windows 10,2.25,50069,Average Budget
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,2TB HDD,2048,High Memory,AMD,Radeon R7 M445,Windows 10,2.32,88584,High Budget
MSI,GS63VR 6RF,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,1.8,172780,High Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.29,130593,High Budget
Asus,ROG G701VO,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,Average Frequency,64,High RAM,1TB SSD,1024,Average Memory,Nvidia,GeForce GTX 980,Windows 10,3.58,356040,High Budget
Dell,Inspiron 5368,2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.62,71476,High Budget
Dell,Alienware 15,Gaming,15.6,3840x2160,4K Ultra HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 970M,Windows 10,3.21,119038,High Budget
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,IPS Panel Retina Display,No,Intel,Core M,1.1,Low Frequency,8,Average RAM,256GB Flash Storage,256,Low Memory,Intel,HD Graphics 515,Mac OS X,0.92,116440,High Budget
Dell,Latitude 3570,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6100U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.06,43083,Average Budget
HP,ProBook 650,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.31,107394,High Budget
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.26,107394,High Budget
HP,ProBook 430,Notebook,13.3,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.49,97631,High Budget
Lenovo,ThinkPad Yoga,Ultrabook,12.5,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.3,153433,High Budget
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,1.0TB HDD,1024,Average Memory,AMD,Radeon R5 M330,Windows 10,3.0,59026,Average Budget
Lenovo,Ideapad 700-15ISK,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 6300HQ,2.3,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 950M,Windows 10,2.3,87509,High Budget
MSI,GT72VR Dominator,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,3.78,223835,High Budget
